strategy_id,family,asset_class,timeframe,tier,data_source,unseen_cagr,unseen_sharpe,unseen_mar,unseen_max_drawdown,unseen_profit_factor,unseen_trades,cost_bps,double_cost_unseen_cagr,average_exposure,average_turnover
SWING_ETF_1D_RSI_PULLBACK_20260524_011,SWING,ETF,1D,Rejected,synthetic,0.0006778527753452668,0.039325907054048634,0.011167469607746117,-0.060698869050432536,1.0890267266563278,3,5.0,-2.4284310006561505e-05,0.06805555555555555,0.015555555555555555
LONGTERM_ETF_1D_TREND_FILTER_20260524_009,LONGTERM,ETF,1D,Rejected,synthetic,-0.018616863335593647,-0.15967641924947756,-0.08048765711876861,-0.2313008478818357,0.7171860331151619,19,5.0,-0.023581680464755506,0.5302777777777777,0.029722222222222223
ROTATION_ETF_1D_DUAL_MOMENTUM_20260524_010,ROTATION,ETF,1D,Rejected,synthetic,-0.09766311735846678,-0.7274352374424171,-0.2018874560992737,-0.4837502995255094,0.0,1,5.0,-0.09993270987762848,0.9638888888888889,0.01972222222222222
INTRADAY_BTCUSDT_15M_VWAP_RSI_RECLAIM_20260524_012,INTRADAY,BTCUSDT,15M,Rejected,synthetic,-0.2198135731843749,-18.043425877346696,-3.5442925776371204,-0.06201902590415331,0.0,40,8.0,-0.3914301451724139,0.12026627218934911,0.046449704142011834
